Unnamed: 0,game_id,game_title,month,peak_users,picture_url
691867,570,Dota 2,2017-04-01,921318,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673326,730,Counter-Strike: Global Offensive,2017-04-01,709841,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
693065,578080,PLAYERUNKNOWN'S BATTLEGROUNDS,2017-04-01,140104,https://steamcdn-a.akamaihd.net/steam/apps/578080/logo.png
622378,433850,Z1 Battle Royale,2017-04-01,137985,https://steamcdn-a.akamaihd.net/steam/apps/433850/logo.png
663311,271590,Grand Theft Auto V,2017-04-01,96503,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
691694,346110,ARK: Survival Evolved,2017-04-01,73857,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
635129,440,Team Fortress 2,2017-04-01,72616,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
691269,252950,Rocket League,2017-04-01,65384,https://steamcdn-a.akamaihd.net/steam/apps/252950/logo.png
530736,482730,Football Manager 2017,2017-04-01,62124,https://steamcdn-a.akamaihd.net/steam/apps/482730/logo.png
689541,4000,Garry's Mod,2017-04-01,59032,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
691868,570,Dota 2,2017-03-01,956232,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673327,730,Counter-Strike: Global Offensive,2017-03-01,742356,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
622379,433850,Z1 Battle Royale,2017-03-01,123838,https://steamcdn-a.akamaihd.net/steam/apps/433850/logo.png
663312,271590,Grand Theft Auto V,2017-03-01,98798,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
691695,346110,ARK: Survival Evolved,2017-03-01,75022,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
635130,440,Team Fortress 2,2017-03-01,74656,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
691270,252950,Rocket League,2017-03-01,74330,https://steamcdn-a.akamaihd.net/steam/apps/252950/logo.png
632454,230410,Warframe,2017-03-01,69526,https://steamcdn-a.akamaihd.net/steam/apps/230410/logo.png
693066,578080,PLAYERUNKNOWN'S BATTLEGROUNDS,2017-03-01,67846,https://steamcdn-a.akamaihd.net/steam/apps/578080/logo.png
667299,252490,Rust,2017-03-01,66194,https://steamcdn-a.akamaihd.net/steam/apps/252490/logo.png
691869,570,Dota 2,2017-02-01,1040877,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673328,730,Counter-Strike: Global Offensive,2017-02-01,744468,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
663313,271590,Grand Theft Auto V,2017-02-01,104902,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
691696,346110,ARK: Survival Evolved,2017-02-01,100723,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
622380,433850,Z1 Battle Royale,2017-02-01,97404,https://steamcdn-a.akamaihd.net/steam/apps/433850/logo.png
635131,440,Team Fortress 2,2017-02-01,77381,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
667300,252490,Rust,2017-02-01,68103,https://steamcdn-a.akamaihd.net/steam/apps/252490/logo.png
687311,359550,Tom Clancy's Rainbow Six Siege,2017-02-01,65189,https://steamcdn-a.akamaihd.net/steam/apps/359550/logo.png
530738,482730,Football Manager 2017,2017-02-01,64232,https://steamcdn-a.akamaihd.net/steam/apps/482730/logo.png
689543,4000,Garry's Mod,2017-02-01,62069,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
691870,570,Dota 2,2017-01-01,1007451,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673329,730,Counter-Strike: Global Offensive,2017-01-01,814616,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
663314,271590,Grand Theft Auto V,2017-01-01,116125,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
635132,440,Team Fortress 2,2017-01-01,77405,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
691697,346110,ARK: Survival Evolved,2017-01-01,76879,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
530739,482730,Football Manager 2017,2017-01-01,70286,https://steamcdn-a.akamaihd.net/steam/apps/482730/logo.png
691272,252950,Rocket League,2017-01-01,69669,https://steamcdn-a.akamaihd.net/steam/apps/252950/logo.png
689544,4000,Garry's Mod,2017-01-01,68016,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
667301,252490,Rust,2017-01-01,63843,https://steamcdn-a.akamaihd.net/steam/apps/252490/logo.png
636036,8930,Sid Meier's Civilization V,2017-01-01,54215,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
691871,570,Dota 2,2016-12-01,1014671,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673330,730,Counter-Strike: Global Offensive,2016-12-01,662460,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
663315,271590,Grand Theft Auto V,2016-12-01,126681,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
635133,440,Team Fortress 2,2016-12-01,71438,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
691273,252950,Rocket League,2016-12-01,70352,https://steamcdn-a.akamaihd.net/steam/apps/252950/logo.png
691698,346110,ARK: Survival Evolved,2016-12-01,67651,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
530740,482730,Football Manager 2017,2016-12-01,62201,https://steamcdn-a.akamaihd.net/steam/apps/482730/logo.png
689545,4000,Garry's Mod,2016-12-01,60887,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
632457,230410,Warframe,2016-12-01,56812,https://steamcdn-a.akamaihd.net/steam/apps/230410/logo.png
667302,252490,Rust,2016-12-01,49147,https://steamcdn-a.akamaihd.net/steam/apps/252490/logo.png
691872,570,Dota 2,2016-11-01,1007270,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673331,730,Counter-Strike: Global Offensive,2016-11-01,627124,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
663316,271590,Grand Theft Auto V,2016-11-01,86759,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
640363,289070,Sid Meier's Civilization VI,2016-11-01,84765,https://steamcdn-a.akamaihd.net/steam/apps/289070/logo.png
635134,440,Team Fortress 2,2016-11-01,77056,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
632458,230410,Warframe,2016-11-01,68530,https://steamcdn-a.akamaihd.net/steam/apps/230410/logo.png
546973,489830,The Elder Scrolls V: Skyrim Special Edition,2016-11-01,65584,https://steamcdn-a.akamaihd.net/steam/apps/489830/logo.png
677835,444090,Paladins,2016-11-01,60566,https://steamcdn-a.akamaihd.net/steam/apps/444090/logo.png
530741,482730,Football Manager 2017,2016-11-01,60105,https://steamcdn-a.akamaihd.net/steam/apps/482730/logo.png
689546,4000,Garry's Mod,2016-11-01,56678,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
691873,570,Dota 2,2016-10-01,1141191,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673332,730,Counter-Strike: Global Offensive,2016-10-01,661985,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
640364,289070,Sid Meier's Civilization VI,2016-10-01,162314,https://steamcdn-a.akamaihd.net/steam/apps/289070/logo.png
663317,271590,Grand Theft Auto V,2016-10-01,86192,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
635135,440,Team Fortress 2,2016-10-01,81153,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
636039,8930,Sid Meier's Civilization V,2016-10-01,72026,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
546974,489830,The Elder Scrolls V: Skyrim Special Edition,2016-10-01,69777,https://steamcdn-a.akamaihd.net/steam/apps/489830/logo.png
691275,252950,Rocket League,2016-10-01,59526,https://steamcdn-a.akamaihd.net/steam/apps/252950/logo.png
691700,346110,ARK: Survival Evolved,2016-10-01,59524,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
677836,444090,Paladins,2016-10-01,56149,https://steamcdn-a.akamaihd.net/steam/apps/444090/logo.png
691874,570,Dota 2,2016-09-01,1064377,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673333,730,Counter-Strike: Global Offensive,2016-09-01,638360,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
691276,252950,Rocket League,2016-09-01,79304,https://steamcdn-a.akamaihd.net/steam/apps/252950/logo.png
635136,440,Team Fortress 2,2016-09-01,74797,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
636040,8930,Sid Meier's Civilization V,2016-09-01,67413,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
691701,346110,ARK: Survival Evolved,2016-09-01,67157,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
656804,378120,Football Manager 2016,2016-09-01,62154,https://steamcdn-a.akamaihd.net/steam/apps/378120/logo.png
663318,271590,Grand Theft Auto V,2016-09-01,61921,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
689548,4000,Garry's Mod,2016-09-01,53570,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
667305,252490,Rust,2016-09-01,50680,https://steamcdn-a.akamaihd.net/steam/apps/252490/logo.png
691875,570,Dota 2,2016-08-01,1117519,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673334,730,Counter-Strike: Global Offensive,2016-08-01,599095,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
638709,275850,No Man's Sky,2016-08-01,212321,https://steamcdn-a.akamaihd.net/steam/apps/275850/logo.png
635137,440,Team Fortress 2,2016-08-01,72111,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
663319,271590,Grand Theft Auto V,2016-08-01,63873,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
636041,8930,Sid Meier's Civilization V,2016-08-01,62143,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
691702,346110,ARK: Survival Evolved,2016-08-01,60039,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
656805,378120,Football Manager 2016,2016-08-01,59713,https://steamcdn-a.akamaihd.net/steam/apps/378120/logo.png
689549,4000,Garry's Mod,2016-08-01,56748,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
667445,304930,Unturned,2016-08-01,55141,https://steamcdn-a.akamaihd.net/steam/apps/304930/logo.png
691876,570,Dota 2,2016-07-01,1084198,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673335,730,Counter-Strike: Global Offensive,2016-07-01,636056,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
636042,8930,Sid Meier's Civilization V,2016-07-01,73683,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
635138,440,Team Fortress 2,2016-07-01,72643,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
663320,271590,Grand Theft Auto V,2016-07-01,71778,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
691703,346110,ARK: Survival Evolved,2016-07-01,69764,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
656806,378120,Football Manager 2016,2016-07-01,68505,https://steamcdn-a.akamaihd.net/steam/apps/378120/logo.png
667307,252490,Rust,2016-07-01,64555,https://steamcdn-a.akamaihd.net/steam/apps/252490/logo.png
631035,211820,Starbound,2016-07-01,62201,https://steamcdn-a.akamaihd.net/steam/apps/211820/logo.png
632462,230410,Warframe,2016-07-01,61417,https://steamcdn-a.akamaihd.net/steam/apps/230410/logo.png
691877,570,Dota 2,2016-06-01,1095994,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673336,730,Counter-Strike: Global Offensive,2016-06-01,579110,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
663321,271590,Grand Theft Auto V,2016-06-01,78330,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
635139,440,Team Fortress 2,2016-06-01,72453,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
691704,346110,ARK: Survival Evolved,2016-06-01,71194,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
636043,8930,Sid Meier's Civilization V,2016-06-01,70936,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
603923,364360,Total War: WARHAMMER,2016-06-01,70633,https://steamcdn-a.akamaihd.net/steam/apps/364360/logo.png
656807,378120,Football Manager 2016,2016-06-01,68902,https://steamcdn-a.akamaihd.net/steam/apps/378120/logo.png
689551,4000,Garry's Mod,2016-06-01,59819,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
691279,252950,Rocket League,2016-06-01,55029,https://steamcdn-a.akamaihd.net/steam/apps/252950/logo.png
691878,570,Dota 2,2016-05-01,1075307,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673337,730,Counter-Strike: Global Offensive,2016-05-01,668612,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
603924,364360,Total War: WARHAMMER,2016-05-01,111909,https://steamcdn-a.akamaihd.net/steam/apps/364360/logo.png
636044,8930,Sid Meier's Civilization V,2016-05-01,87959,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
665718,374320,DARK SOULS™ III,2016-05-01,78374,https://steamcdn-a.akamaihd.net/steam/apps/374320/logo.png
691705,346110,ARK: Survival Evolved,2016-05-01,78089,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
635140,440,Team Fortress 2,2016-05-01,77972,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
623120,377160,Fallout 4,2016-05-01,74283,https://steamcdn-a.akamaihd.net/steam/apps/377160/logo.png
675432,281990,Stellaris,2016-05-01,68517,https://steamcdn-a.akamaihd.net/steam/apps/281990/logo.png
656808,378120,Football Manager 2016,2016-05-01,67572,https://steamcdn-a.akamaihd.net/steam/apps/378120/logo.png
691879,570,Dota 2,2016-04-01,1164041,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673338,730,Counter-Strike: Global Offensive,2016-04-01,850485,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
665719,374320,DARK SOULS™ III,2016-04-01,129831,https://steamcdn-a.akamaihd.net/steam/apps/374320/logo.png
691281,252950,Rocket League,2016-04-01,102684,https://steamcdn-a.akamaihd.net/steam/apps/252950/logo.png
635141,440,Team Fortress 2,2016-04-01,81206,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
663323,271590,Grand Theft Auto V,2016-04-01,65878,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
656809,378120,Football Manager 2016,2016-04-01,64979,https://steamcdn-a.akamaihd.net/steam/apps/378120/logo.png
691706,346110,ARK: Survival Evolved,2016-04-01,63900,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
636045,8930,Sid Meier's Civilization V,2016-04-01,59108,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
689553,4000,Garry's Mod,2016-04-01,59069,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
691880,570,Dota 2,2016-03-01,1291328,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673339,730,Counter-Strike: Global Offensive,2016-03-01,737599,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
625466,365590,Tom Clancy's The Division,2016-03-01,113877,https://steamcdn-a.akamaihd.net/steam/apps/365590/logo.png
635142,440,Team Fortress 2,2016-03-01,83425,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
656810,378120,Football Manager 2016,2016-03-01,68944,https://steamcdn-a.akamaihd.net/steam/apps/378120/logo.png
632466,230410,Warframe,2016-03-01,66308,https://steamcdn-a.akamaihd.net/steam/apps/230410/logo.png
636046,8930,Sid Meier's Civilization V,2016-03-01,65453,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
663324,271590,Grand Theft Auto V,2016-03-01,64633,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
668482,413150,Stardew Valley,2016-03-01,64256,https://steamcdn-a.akamaihd.net/steam/apps/413150/logo.png
691707,346110,ARK: Survival Evolved,2016-03-01,63069,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
691881,570,Dota 2,2016-02-01,1248394,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673340,730,Counter-Strike: Global Offensive,2016-02-01,738969,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
673435,268500,XCOM 2,2016-02-01,132677,https://steamcdn-a.akamaihd.net/steam/apps/268500/logo.png
635143,440,Team Fortress 2,2016-02-01,83544,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
656811,378120,Football Manager 2016,2016-02-01,75083,https://steamcdn-a.akamaihd.net/steam/apps/378120/logo.png
636047,8930,Sid Meier's Civilization V,2016-02-01,74716,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
663325,271590,Grand Theft Auto V,2016-02-01,72735,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
691708,346110,ARK: Survival Evolved,2016-02-01,65577,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
689555,4000,Garry's Mod,2016-02-01,64930,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
623123,377160,Fallout 4,2016-02-01,61739,https://steamcdn-a.akamaihd.net/steam/apps/377160/logo.png
691882,570,Dota 2,2016-01-01,1067949,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673341,730,Counter-Strike: Global Offensive,2016-01-01,667432,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
623124,377160,Fallout 4,2016-01-01,119272,https://steamcdn-a.akamaihd.net/steam/apps/377160/logo.png
663326,271590,Grand Theft Auto V,2016-01-01,93726,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
656812,378120,Football Manager 2016,2016-01-01,82554,https://steamcdn-a.akamaihd.net/steam/apps/378120/logo.png
635144,440,Team Fortress 2,2016-01-01,80583,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
636048,8930,Sid Meier's Civilization V,2016-01-01,78252,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
689556,4000,Garry's Mod,2016-01-01,69854,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
691709,346110,ARK: Survival Evolved,2016-01-01,67018,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
600610,72850,The Elder Scrolls V: Skyrim,2016-01-01,60553,https://steamcdn-a.akamaihd.net/steam/apps/72850/logo.png
691883,570,Dota 2,2015-12-01,999452,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673342,730,Counter-Strike: Global Offensive,2015-12-01,823694,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
623125,377160,Fallout 4,2015-12-01,201635,https://steamcdn-a.akamaihd.net/steam/apps/377160/logo.png
663327,271590,Grand Theft Auto V,2015-12-01,84558,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
635145,440,Team Fortress 2,2015-12-01,82824,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
656813,378120,Football Manager 2016,2015-12-01,73067,https://steamcdn-a.akamaihd.net/steam/apps/378120/logo.png
636049,8930,Sid Meier's Civilization V,2015-12-01,69206,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
689557,4000,Garry's Mod,2015-12-01,65324,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
632469,230410,Warframe,2015-12-01,58502,https://steamcdn-a.akamaihd.net/steam/apps/230410/logo.png
691710,346110,ARK: Survival Evolved,2015-12-01,55946,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
691884,570,Dota 2,2015-11-01,943635,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673343,730,Counter-Strike: Global Offensive,2015-11-01,786707,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
623126,377160,Fallout 4,2015-11-01,471955,https://steamcdn-a.akamaihd.net/steam/apps/377160/logo.png
635146,440,Team Fortress 2,2015-11-01,91588,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
663328,271590,Grand Theft Auto V,2015-11-01,77141,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
656814,378120,Football Manager 2016,2015-11-01,65264,https://steamcdn-a.akamaihd.net/steam/apps/378120/logo.png
627540,311210,Call of Duty: Black Ops III,2015-11-01,63681,https://steamcdn-a.akamaihd.net/steam/apps/311210/logo.png
689558,4000,Garry's Mod,2015-11-01,60907,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
691711,346110,ARK: Survival Evolved,2015-11-01,59880,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
636050,8930,Sid Meier's Civilization V,2015-11-01,58683,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
691885,570,Dota 2,2015-10-01,917306,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673344,730,Counter-Strike: Global Offensive,2015-10-01,732093,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
635147,440,Team Fortress 2,2015-10-01,91684,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
663329,271590,Grand Theft Auto V,2015-10-01,73902,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
629213,250900,The Binding of Isaac: Rebirth,2015-10-01,69673,https://steamcdn-a.akamaihd.net/steam/apps/250900/logo.png
691712,346110,ARK: Survival Evolved,2015-10-01,64516,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
636051,8930,Sid Meier's Civilization V,2015-10-01,53106,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
669804,218620,PAYDAY 2,2015-10-01,52376,https://steamcdn-a.akamaihd.net/steam/apps/218620/logo.png
47427,295270,Football Manager 2015,2015-10-01,51433,https://steamcdn-a.akamaihd.net/steam/apps/295270/logo.png
689559,4000,Garry's Mod,2015-10-01,50740,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
691886,570,Dota 2,2015-09-01,888728,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673345,730,Counter-Strike: Global Offensive,2015-09-01,725939,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
626514,287700,METAL GEAR SOLID V: THE PHANTOM PAIN,2015-09-01,90952,https://steamcdn-a.akamaihd.net/steam/apps/287700/logo.png
635148,440,Team Fortress 2,2015-09-01,90718,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
47428,295270,Football Manager 2015,2015-09-01,66755,https://steamcdn-a.akamaihd.net/steam/apps/295270/logo.png
691713,346110,ARK: Survival Evolved,2015-09-01,60299,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
636052,8930,Sid Meier's Civilization V,2015-09-01,52194,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
689560,4000,Garry's Mod,2015-09-01,51555,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
663330,271590,Grand Theft Auto V,2015-09-01,46917,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
557059,363970,Clicker Heroes,2015-09-01,41779,https://steamcdn-a.akamaihd.net/steam/apps/363970/logo.png
691887,570,Dota 2,2015-08-01,933942,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673346,730,Counter-Strike: Global Offensive,2015-08-01,819902,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
635149,440,Team Fortress 2,2015-08-01,85201,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
691714,346110,ARK: Survival Evolved,2015-08-01,84838,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
47429,295270,Football Manager 2015,2015-08-01,68079,https://steamcdn-a.akamaihd.net/steam/apps/295270/logo.png
669806,218620,PAYDAY 2,2015-08-01,63535,https://steamcdn-a.akamaihd.net/steam/apps/218620/logo.png
636053,8930,Sid Meier's Civilization V,2015-08-01,60338,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
689561,4000,Garry's Mod,2015-08-01,57865,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
584146,105600,Terraria,2015-08-01,54486,https://steamcdn-a.akamaihd.net/steam/apps/105600/logo.png
627263,304050,Trove,2015-08-01,50940,https://steamcdn-a.akamaihd.net/steam/apps/304050/logo.png
691888,570,Dota 2,2015-07-01,877264,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673347,730,Counter-Strike: Global Offensive,2015-07-01,541181,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
584147,105600,Terraria,2015-07-01,149316,https://steamcdn-a.akamaihd.net/steam/apps/105600/logo.png
635150,440,Team Fortress 2,2015-07-01,83241,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
691715,346110,ARK: Survival Evolved,2015-07-01,74888,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
47430,295270,Football Manager 2015,2015-07-01,66720,https://steamcdn-a.akamaihd.net/steam/apps/295270/logo.png
663332,271590,Grand Theft Auto V,2015-07-01,60908,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
557061,363970,Clicker Heroes,2015-07-01,58967,https://steamcdn-a.akamaihd.net/steam/apps/363970/logo.png
627264,304050,Trove,2015-07-01,58709,https://steamcdn-a.akamaihd.net/steam/apps/304050/logo.png
689562,4000,Garry's Mod,2015-07-01,53414,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
691889,570,Dota 2,2015-06-01,913997,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673348,730,Counter-Strike: Global Offensive,2015-06-01,610401,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
584148,105600,Terraria,2015-06-01,158947,https://steamcdn-a.akamaihd.net/steam/apps/105600/logo.png
663333,271590,Grand Theft Auto V,2015-06-01,85195,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
691716,346110,ARK: Survival Evolved,2015-06-01,80162,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
635151,440,Team Fortress 2,2015-06-01,78971,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
47431,295270,Football Manager 2015,2015-06-01,76727,https://steamcdn-a.akamaihd.net/steam/apps/295270/logo.png
557062,363970,Clicker Heroes,2015-06-01,65560,https://steamcdn-a.akamaihd.net/steam/apps/363970/logo.png
667398,292030,The Witcher 3: Wild Hunt,2015-06-01,55408,https://steamcdn-a.akamaihd.net/steam/apps/292030/logo.png
636055,8930,Sid Meier's Civilization V,2015-06-01,53711,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
691890,570,Dota 2,2015-05-01,967674,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673349,730,Counter-Strike: Global Offensive,2015-05-01,677701,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
663334,271590,Grand Theft Auto V,2015-05-01,215966,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
667399,292030,The Witcher 3: Wild Hunt,2015-05-01,92268,https://steamcdn-a.akamaihd.net/steam/apps/292030/logo.png
635152,440,Team Fortress 2,2015-05-01,84603,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
47432,295270,Football Manager 2015,2015-05-01,71085,https://steamcdn-a.akamaihd.net/steam/apps/295270/logo.png
600618,72850,The Elder Scrolls V: Skyrim,2015-05-01,62658,https://steamcdn-a.akamaihd.net/steam/apps/72850/logo.png
557063,363970,Clicker Heroes,2015-05-01,58173,https://steamcdn-a.akamaihd.net/steam/apps/363970/logo.png
636056,8930,Sid Meier's Civilization V,2015-05-01,52490,https://steamcdn-a.akamaihd.net/steam/apps/8930/logo.png
689564,4000,Garry's Mod,2015-05-01,52285,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
691891,570,Dota 2,2015-04-01,929677,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673350,730,Counter-Strike: Global Offensive,2015-04-01,568556,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
