Unnamed: 0,game_id,game_title,month,peak_users,picture_url
693063,578080,PLAYERUNKNOWN'S BATTLEGROUNDS,2017-06-01,267194,https://steamcdn-a.akamaihd.net/steam/apps/578080/logo.png
669784,218620,PAYDAY 2,2017-06-01,247628,https://steamcdn-a.akamaihd.net/steam/apps/218620/logo.png
622376,433850,Z1 Battle Royale,2017-06-01,134487,https://steamcdn-a.akamaihd.net/steam/apps/433850/logo.png
663309,271590,Grand Theft Auto V,2017-06-01,131936,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
691692,346110,ARK: Survival Evolved,2017-06-01,76482,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
530734,482730,Football Manager 2017,2017-06-01,72608,https://steamcdn-a.akamaihd.net/steam/apps/482730/logo.png
635127,440,Team Fortress 2,2017-06-01,69895,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
691267,252950,Rocket League,2017-06-01,64075,https://steamcdn-a.akamaihd.net/steam/apps/252950/logo.png
691866,570,Dota 2,2017-05-01,972876,https://steamcdn-a.akamaihd.net/steam/apps/570/logo.png
673325,730,Counter-Strike: Global Offensive,2017-05-01,692966,https://steamcdn-a.akamaihd.net/steam/apps/730/logo.png
693064,578080,PLAYERUNKNOWN'S BATTLEGROUNDS,2017-05-01,189456,https://steamcdn-a.akamaihd.net/steam/apps/578080/logo.png
622377,433850,Z1 Battle Royale,2017-05-01,124069,https://steamcdn-a.akamaihd.net/steam/apps/433850/logo.png
663310,271590,Grand Theft Auto V,2017-05-01,83483,https://steamcdn-a.akamaihd.net/steam/apps/271590/logo.png
691268,252950,Rocket League,2017-05-01,82254,https://steamcdn-a.akamaihd.net/steam/apps/252950/logo.png
635128,440,Team Fortress 2,2017-05-01,73188,https://steamcdn-a.akamaihd.net/steam/apps/440/logo.png
691693,346110,ARK: Survival Evolved,2017-05-01,66342,https://steamcdn-a.akamaihd.net/steam/apps/346110/logo.png
530735,482730,Football Manager 2017,2017-05-01,63635,https://steamcdn-a.akamaihd.net/steam/apps/482730/logo.png
689540,4000,Garry's Mod,2017-05-01,57000,https://steamcdn-a.akamaihd.net/steam/apps/4000/logo.png
